id,date,amount,sector,IBAN,pod_sector
849,2/20/2024,"€468,49",Entertainment,FR55 0934 1220 77AN 7ZGA FDX4 G72,Hobbies
850,3/26/2024,"€676,22",Dining and Restaurants,FR15 9030 5283 791G UOTY GJH8 I50,Fast Food
851,1/17/2024,"€224,78",Shopping,LT97 7987 2408 6441 3932,Gifts
852,9/14/2024,"€727,45",Insurance,FR98 3850 0510 05LS 5LGZ MRCN V51,Home Insurance
853,5/29/2024,"€707,08",Insurance,BE54 4368 8153 6017,Dental Insurance
854,2/5/2024,"€215,65",Shopping,IT59 K544 5054 806M MFPQ 95EI 1QJ,Toys
855,4/20/2024,"€836,76",Insurance,FR43 5032 7141 21HQ VP7E BWYX O30,Renters Insurance
856,8/3/2024,"€365,08",Housing and Rent,TN21 3653 6725 4501 6900 6778,Repairs
857,6/30/2024,"€382,74",Shopping,RO95 UIFF QXXJ DUZJ T9JW R49X,Jewelry
858,2/18/2024,"€92,99",Dining and Restaurants,PS15 CYFW WRBC EOO8 KC8C OVQZ BQVM U,Fine Dining
859,1/10/2024,"€490,23",Dining and Restaurants,SA86 54UL ZYXP LBGS HXIG F7FK,Coffee Shops
860,3/11/2024,"€90,30",Insurance,RO35 LTGE JBM2 QCVT 8AYM 8WOH,Home Insurance
861,8/27/2024,"€720,18",Entertainment,GT81 3FAB NV1S NIDJ U5I3 PGMV PVCT,Bowling
862,7/2/2024,"€9,23",Transportation,ES83 8865 5482 3665 2155 6920,Car Loan
863,6/8/2024,"€93,49",Dining and Restaurants,MR06 1320 5644 9183 2922 9734 906,Takeout
864,5/9/2024,"€788,17",Family,ES77 8580 4643 2755 3245 9589,Pet Care
865,3/17/2024,"€604,43",Transportation,GL35 5546 0034 8897 06,Public Transport
866,7/2/2024,"€142,66",Shopping,LU60 092S KP6J KXEB C1XK,Cosmetics
867,5/13/2024,"€340,81",Entertainment,LU72 9254 AYJL XVTG YXWX,Escape Rooms
868,4/18/2024,"€309,74",Family,FR07 6127 3350 42WF MEDF V8XY Z75,School Fees
869,2/13/2024,"€503,14",Transportation,LU84 277P WVWU CEKB 8OVU,Flight
870,1/29/2024,"€756,04",Entertainment,MC38 2515 6986 09LX WTXW 2HTE Q21,Video Games
871,1/23/2024,"€497,53",Transportation,AD17 6698 7043 JO0I SY9C 9NQN,Bike Rental
872,7/9/2024,"€45,49",Insurance,GT74 QCXG 7X3V PSX3 7QFR 1NDB RTLM,Business Insurance
873,1/22/2024,"€589,66",Shopping,IL22 0353 3336 6558 9549 689,Toys
874,12/5/2023,"€962,68",Shopping,SM92 Y778 0666 148H U7GL EZIZ QOA,Jewelry
875,8/13/2024,"€614,84",Entertainment,BH60 YHPI 92O0 LABY WRFI HK,Art Exhibitions
876,2/8/2024,"€444,22",Dining and Restaurants,FR82 6286 9239 5126 OPBW IFOV 205,Ethnic Cuisine
877,12/27/2023,"€854,75",Entertainment,LT28 6313 2746 4457 7281,Art Exhibitions
878,9/18/2024,"€432,75",Family,BH23 GQAK WLUV W3F1 H7ZG FV,Family Events
879,10/1/2024,"€683,40",Shopping,BE49 8748 5332 1278,Cosmetics
880,3/10/2024,"€356,73",Entertainment,MR90 6265 7938 9278 0672 2632 132,Video Games
881,7/12/2024,"€631,24",Shopping,TN94 3198 6752 1611 5573 6466,Books
882,11/16/2023,"€134,49",Family,DK82 1958 0996 1938 83,Books
883,2/6/2024,"€762,76",Entertainment,FR61 2745 8055 03MT VHAH JZRJ J05,Concerts
884,3/7/2024,"€800,18",Dining and Restaurants,BG42 XEJF 5707 78ZR UMMV EQ,Dessert Shops
885,3/26/2024,"€216,65",Entertainment,HU20 4826 2327 5033 5808 1240 8606,Escape Rooms
886,9/14/2024,"€958,32",Dining and Restaurants,AZ52 DCEI 6TM4 FEY8 MTA6 MQF5 N6J6,Bakeries
887,7/28/2024,"€926,98",Housing and Rent,FR27 2062 1876 61NC RCU2 RPD7 P63,Rent
888,2/27/2024,"€285,97",Groceries,AZ94 TFFH OWHZ AIFM IZ1D AND8 ZXE3,Dairy
889,10/16/2024,"€241,76",Entertainment,GE15 MG40 9587 6106 5201 23,Music Lessons
890,4/28/2024,"€222,24",Family,IS83 4875 7051 8765 7310 1418 30,Birthday Gifts
891,4/1/2024,"€943,05",Travel,GB85 UAOB 8141 6320 9751 24,Vacation Packages
892,3/18/2024,"€709,55",Family,NL98 JOIL 6167 1008 96,Home Essentials
893,4/11/2024,"€410,72",Insurance,PK33 HFOZ VYDU OPUK X4RY J8DW,Health Insurance
894,1/20/2024,"€698,90",Shopping,ES92 0087 8035 9251 5541 1029,Jewelry
895,8/19/2024,"€86,12",Dining and Restaurants,PK62 SCLZ T6CI M52I EECT EFFU,Delivery Services
896,3/13/2024,"€889,16",Health and Wellness,ME89 7801 3286 3777 2925 97,Doctor Visits
897,4/18/2024,"€437,80",Health and Wellness,NO42 1287 8385 577,Personal Trainer
898,7/4/2024,"€484,59",Entertainment,DK42 4762 5078 0691 16,Art Exhibitions
899,12/7/2023,"€868,26",Insurance,LI29 7318 3FSW ONNQ NLFV V,Renters Insurance
900,11/25/2023,"€164,53",Transportation,SA31 28YU GEDL NJIY W4DK 3HQZ,Flight
901,3/30/2024,"€638,18",Family,LV49 MVVU FIVZ F46K ADB3 1,Tutoring
902,4/9/2024,"€457,71",Travel,LT86 9901 4362 1833 8908,Visas
903,3/23/2024,"€297,78",Entertainment,SI96 7601 5122 2835 860,Dance Classes
904,6/20/2024,"€311,32",Family,GL18 6563 4008 9790 67,School Fees
905,9/29/2024,"€783,89",Entertainment,AT39 1783 9432 6207 2805,Live Theater
906,4/30/2024,"€399,29",Shopping,FR93 6459 7777 27PK TQCE MVHB T43,Shoes
907,1/19/2024,"€956,83",Travel,AE81 5319 3236 6458 5556 393,Visas
908,6/22/2024,"€802,65",Groceries,LT51 4466 1003 6162 5738,Seafood
909,10/25/2024,"€760,51",Shopping,TR18 2755 5XCJ ADXQ VXF8 5V1N VA,Clothing
910,12/25/2023,"€540,51",Groceries,MU53 JVIR 2195 8680 6992 9110 004D IB,Frozen Foods
911,12/3/2023,"€877,88",Insurance,HR41 3428 3398 7680 5463 3,Umbrella Policy
912,1/1/2024,"€935,15",Travel,FR15 0319 9586 60XP YUPH V01H J44,Public Transport
913,5/14/2024,"€711,59",Travel,FR93 2336 0784 35OZ 2KDK ENBW V03,Travel Gear
914,7/12/2024,"€529,10",Housing and Rent,IE55 KOSQ 5790 2971 0316 34,Maintenance
915,12/26/2023,"€115,48",Travel,BA50 5234 6563 2336 8812,Visas
916,2/22/2024,"€994,61",Groceries,KZ95 313G MGWR NMBZ TF9A,Canned Goods
917,10/4/2024,"€501,82",Transportation,LB73 8950 EB6E VRM3 GRDI IY94 UUGU,Car Rental
918,2/25/2024,"€263,48",Groceries,CR87 0687 7596 7657 4828 5,Fruits
919,12/2/2023,"€684,65",Travel,ME10 4104 6706 9404 7527 42,Rental Cars
920,9/25/2024,"€449,03",Health and Wellness,FR21 5350 3877 00LI EBE7 YVS9 Z18,Dentist
921,8/16/2024,"€663,88",Shopping,KW09 TFZM LPSA MA6K I6U3 FOZU 3VRY NS,Office Supplies
922,12/2/2023,"€837,71",Housing and Rent,EE40 3791 8071 5954 8083,Phone
923,2/29/2024,"€110,35",Groceries,GT72 W5VN AXPP PBV4 FKWM UKME E5BD,Beverages
924,8/8/2024,"€939,58",Shopping,CR04 0202 9051 3958 7355 0,Toys
925,10/29/2024,"€638,72",Shopping,RS70 8229 9501 5356 7775 46,Shoes
926,3/17/2024,"€145,78",Housing and Rent,FR87 5208 1578 894O TY6O REXB 414,Phone
927,4/4/2024,"€630,21",Travel,IE08 YFTU 2403 0876 1356 88,Hotels
928,9/12/2024,"€57,35",Housing and Rent,BA56 8153 9151 7441 3717,Maintenance
929,8/25/2024,"€179,86",Shopping,GL53 3784 4316 6450 57,Office Supplies
930,9/8/2024,"€45,28",Transportation,FR95 0121 2951 389K 78NS VI6D 053,Insurance
931,11/15/2023,"€39,17",Groceries,FR41 6749 1321 708L ZH8E SX5W H60,Bakery
932,5/4/2024,"€559,89",Insurance,GT27 GO5R CEKQ VSQC MGXC MNCX UIHE,Umbrella Policy
933,6/21/2024,"€809,13",Shopping,EE39 3879 2900 1836 3520,Accessories
934,5/22/2024,"€682,90",Housing and Rent,DK31 6073 6656 3102 14,Home Improvements
935,2/10/2024,"€228,31",Entertainment,FR46 9456 6360 05QU WAEX 3D6F G97,Streaming Services
936,12/6/2023,"€896,35",Insurance,CH19 4557 6QOA BCT1 YGMC 6,Mortgage Insurance
937,3/24/2024,"€879,76",Travel,TN67 8959 8119 8587 3922 5200,Flights
938,6/25/2024,"€466,37",Health and Wellness,GT58 W9QE 9TB0 UXRJ 9PH2 ZCOG O8EW,Yoga Classes
939,11/10/2023,"€554,73",Family,FR63 5153 3905 15OO RCDZ 0PSZ A38,Books
940,5/8/2024,"€308,32",Groceries,LT61 8099 2189 5080 0062,Seafood
941,8/13/2024,"€237,78",Shopping,TN06 4402 8070 7162 6621 0624,Gifts
942,1/16/2024,"€59,18",Transportation,FR24 2965 8790 19HQ HRQQ XC09 W10,Bike Rental
943,9/4/2024,"€127,40",Transportation,FR53 0726 6287 40VH VDA4 TPJ9 Z30,Insurance
944,9/7/2024,"€874,10",Family,BR95 0067 4469 3380 4239 9331 545Y J,Toys
945,6/25/2024,"€807,56",Transportation,IL11 8884 8063 2903 1958 703,Flight
946,12/27/2023,"€135,78",Insurance,FR68 1616 0056 67KE 2PIX WGOH I23,Travel Insurance
947,4/30/2024,"€293,64",Travel,AE29 6695 8171 7292 9814 351,Public Transport
948,12/3/2023,"€998,35",Insurance,AT17 3709 5760 4002 9032,Vision Insurance
949,10/10/2024,"€548,21",Health and Wellness,ES49 2059 2506 2992 9549 4738,Chiropractor
950,4/21/2024,"€440,68",Family,MU34 AWKP 6072 4920 2455 3374 443M WO,Books
951,7/4/2024,"€164,11",Family,BR61 3759 8289 3638 9045 3856 125X 0,Tutoring
952,7/8/2024,"€585,27",Family,FR61 1356 3035 82GH SYYR JQJ2 C12,Books
953,4/6/2024,"€417,29",Shopping,LB13 5567 LGAX RAVC 5SIK 8Y2Y HW8J,Stationery
954,12/3/2023,"€400,99",Transportation,TN61 7046 3757 8140 8311 1645,Flight
955,4/12/2024,"€467,88",Travel,KW39 BBWC MTWB G0AL IAIK LUZO 2CKN OB,Excursions
956,6/30/2024,"€518,47",Entertainment,FR05 4073 8087 00WF PXPX LRFS W38,Video Games
957,3/14/2024,"€809,55",Family,BR56 5820 2833 8488 1943 7051 308L R,Birthday Gifts
958,10/9/2024,"€941,15",Dining and Restaurants,CH75 5370 0JLJ JZ00 RUX5 R,Bars
959,5/14/2024,"€340,38",Groceries,GB80 HJTK 1087 7510 5503 09,Frozen Foods
960,12/23/2023,"€413,90",Insurance,MK42 894E STI4 SO5L L03,Travel Insurance
961,4/10/2024,"€239,75",Entertainment,BH17 AETM N1TS XAJT 1CXL AV,Karaoke
962,10/2/2024,"€867,97",Family,FR59 8446 6399 95IF 3YLD WYRY Z32,Family Events
963,7/23/2024,"€808,98",Family,MU38 BONJ 6313 8640 9371 8185 284S TJ,School Fees
964,8/10/2024,"€797,70",Housing and Rent,RS31 5938 7840 6323 6248 60,Gas
965,6/1/2024,"€553,42",Family,LT67 9039 0373 2707 5589,Childcare
966,1/9/2024,"€25,25",Entertainment,GB02 UJOQ 8596 8349 6430 28,Live Theater
967,3/10/2024,"€713,92",Insurance,ME67 5399 9516 1835 5159 84,Home Insurance
968,9/10/2024,"€351,72",Family,PS71 MQAD ZQYT S2TM 1Q2I DVFY FRPL 8,School Fees
969,8/22/2024,"€183,50",Housing and Rent,MT86 UJVD 4069 9OGR EJEP NSRD BDAK WBH,Water
970,7/25/2024,"€536,31",Health and Wellness,SE64 1849 3301 1672 5684 6672,Therapy
971,5/31/2024,"€499,31",Dining and Restaurants,GL82 5642 6965 0715 63,Pubs
972,9/28/2024,"€952,12",Entertainment,FR55 5363 5412 333Z WROB RXMU 674,Sports Events
973,4/23/2024,"€351,73",Entertainment,SM30 B978 0542 460S XJOT G3OM XDA,Movies
974,9/2/2024,"€385,57",Family,AE54 1681 4891 3014 7891 845,Childcare
975,9/24/2024,"€368,48",Health and Wellness,FO56 0177 7835 0419 13,Health Insurance
976,1/5/2024,"€971,31",Groceries,IS94 3027 1674 9277 9901 3803 19,Seafood
977,5/13/2024,"€742,56",Travel,LT08 2158 8206 5448 1183,Flights
978,10/6/2024,"€8,32",Health and Wellness,FI25 6149 8593 6114 31,Doctor Visits
979,5/20/2024,"€13,93",Travel,FI11 8832 8715 0217 01,Food & Dining
980,5/19/2024,"€483,04",Entertainment,DO02 HAMS 3426 0072 0373 1624 1043,Amusement Parks
981,1/10/2024,"€847,11",Travel,MT79 CUYF 4102 104D QJB3 QXOH KUGP 0MK,Airport Transfers
982,3/27/2024,"€723,14",Entertainment,PS85 FOAH SMBM SGKY MKEF WYMK UOO9 8,Museums
983,4/15/2024,"€866,84",Dining and Restaurants,FR30 3395 0574 92WK DFEJ TNAR N82,Takeout
984,7/23/2024,"€143,40",Groceries,FR22 6110 2234 279B JO4R ELFI O16,Meat
985,9/26/2024,"€198,51",Family,TN22 8892 2065 0006 4138 3195,Holidays
986,6/15/2024,"€963,19",Transportation,BA34 7349 4693 6915 1484,Insurance
987,12/6/2023,"€566,83",Entertainment,AT81 9384 6947 7329 6895,Video Games
988,6/5/2024,"€64,62",Family,IS36 3579 3255 7631 5637 6947 75,School Fees
989,2/2/2024,"€804,67",Housing and Rent,VG06 JLES 7574 6414 0716 5759,Property Tax
990,5/10/2024,"€263,72",Insurance,RO83 TNIW JM35 V60F HCS0 HBLJ,Vision Insurance
991,3/15/2024,"€967,87",Shopping,AL34 0982 2417 4PN2 CWY5 U3BE WPEJ,Jewelry
992,7/29/2024,"€724,93",Health and Wellness,BG47 VWTD 4093 32R6 UZPW TY,Physical Therapy
993,8/24/2024,"€270,09",Dining and Restaurants,NO40 5912 3583 171,Brunch Spots
994,1/28/2024,"€786,48",Groceries,CR59 1550 7534 5609 0654 4,Meat
995,8/22/2024,"€463,86",Entertainment,PL06 5685 7314 2393 2211 5881 5513,Bowling
996,8/29/2024,"€102,55",Travel,FR87 3532 6519 415C 9JBK TUK5 Y42,Vacation Packages
997,2/1/2024,"€18,18",Travel,BA88 1763 7414 5275 4331,Rental Cars
998,1/21/2024,"€224,58",Insurance,CH53 8516 4NNG HPUC D8MB U,Renters Insurance
999,11/20/2023,"€664,03",Dining and Restaurants,FR19 0144 4990 769W 9KMO UAMZ Q22,Fast Food
1000,11/1/2024,"€808,24",Entertainment,FR72 9469 5872 33DS FKTK PJCJ E85,Movies
